loc,species,treatment,animal_id,SL,size,attraction,comment
LIRS 2016,Whitedams,control,318,28,big,56.27614329,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,324,22.5,big,34.40639134,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,323,22,big,34.58717966,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,328,23,big,32.70484275,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,334,26,big,29.71943683,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,333,24,big,26.3110423,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,339,24,big,30.62986761,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,338,29,big,42.32599412,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,344,15,big,36.37554937,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,343,15,big,18.09987772,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,349,15,big,19.13099697,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,354,15.5,big,39.90179168,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,control,359,17,big,34.42766797,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,control,358,18.5,big,6.575856897,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,control,369,16.5,big,16.4453574,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,control,368,17,big,30.07861594,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,374,16.5,big,48.44778846,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,373,17,big,18.919898,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,379,20,big,43.73700173,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,378,20,big,23.53313408,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,384,24,big,53.9472505,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,383,24.5,big,21.35882157,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,389,26,big,37.05119952,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,388,25.5,big,50.91358089,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,394,25,big,48.72918476,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,393,28,big,28.18070697,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,CO2,290,35,big,41.34174072,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,305,31,big,50.20710689,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,310,35,big,54.33508397,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,control,320,33,big,23.5723368,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,control,335,35,big,21.28605776,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,CO2,385,30,big,22.2846905,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,CO2,395,33.5,big,34.04603317,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
AIMS 2015,Acantho,CO2,428,9.30716581,small,72.76898471,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,429,9.30716581,small,46.25692803,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,430,9.30978653,small,53.55393775,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,431,9.30978653,small,67.74037631,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,432,9.312305639,small,45.03489158,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,433,9.312305639,small,27.65936324,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,434,9.315070308,small,50.66961993,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,435,9.315070308,small,63.16050153,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,436,9.31768256,small,50.99256941,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,437,9.31768256,small,51.6000499,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,438,9.320205903,small,71.44049055,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,439,9.320205903,small,45.21907021,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,440,9.323040429,small,64.20838635,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,441,9.323040429,small,53.64111571,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,442,9.325603993,small,45.73457566,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,443,9.325603993,small,77.55229829,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,444,9.328214128,small,45.78103758,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,445,9.328214128,small,58.34802862,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,446,9.330754406,small,81.11569126,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,447,9.330754406,small,79.99336791,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,448,9.333301035,small,32.16536782,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,449,9.333301035,small,55.39808035,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,450,9.335828611,small,45.49478193,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,451,9.335828611,small,47.19984362,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,452,9.338449331,small,53.84861343,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,453,9.338449331,small,50.13277138,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,500,10.39385007,small,61.97392672,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,501,10.39385007,small,64.26359324,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,502,10.39633108,small,56.01655645,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,503,10.39633108,small,45.72990894,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,504,10.39882478,small,63.46627729,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,505,10.39882478,small,68.65455632,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,506,10.4012952,small,50.49069426,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,507,10.4012952,small,54.80068472,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,508,10.40382701,small,49.91682897,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,509,10.40382701,small,68.94720167,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,510,10.4065684,small,49.48772281,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,511,10.4065684,small,42.93651953,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,512,10.41820075,small,48.40988222,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,513,10.41820075,small,64.58544133,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,514,10.42067541,small,52.11137396,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,515,10.42067541,small,77.87298552,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,516,10.42318393,small,53.10555248,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,517,10.42318393,small,89.89777654,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,518,10.42574749,small,46.89444752,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,519,10.42574749,small,10.10222346,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,520,10.42844442,small,31.24136509,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,521,10.42844442,small,19.83040865,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,522,10.43094024,small,48.22449224,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,CO2,523,10.43094024,small,56.93987609,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,454,9.479887764,small,30.02692736,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,455,9.479887764,small,69.89263205,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,456,9.482434392,small,87.43124457,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,457,9.482434392,small,41.25154107,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,458,9.485154606,small,46.89221825,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,459,9.485154606,small,14.34408158,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,460,9.487652546,small,59.9652413,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,461,9.487652546,small,78.8672701,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,462,9.498124841,small,56.74173401,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,463,9.498124841,small,36.49880188,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,464,9.50069899,small,36.94351731,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,465,9.50069899,small,27.71611234,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,466,9.503262553,small,44.31771879,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,467,9.503262553,small,54.27410147,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,468,9.50585152,small,69.22889395,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,469,9.50585152,small,23.06198647,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,470,9.508525162,small,15.65675016,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,471,9.508525162,small,50.65245418,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,472,9.511061206,small,49.93043962,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,473,9.511061206,small,29.11772802,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,474,9.51368616,small,23.00466458,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,475,9.51368616,small,20.27400686,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,476,9.516304763,small,18.48957318,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,477,9.516304763,small,39.02867827,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,478,9.518855625,small,21.83095851,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,479,9.518855625,small,31.06712691,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,524,10.57874631,small,43.16666667,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,525,10.57874631,small,35.69502782,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,526,10.58130352,small,24.24907178,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,527,10.58130352,small,40.65766582,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,528,10.58390519,small,46.37192672,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,529,10.58390519,small,47.56421787,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,530,10.58643911,small,35.49466181,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,531,10.58643911,small,40.37594241,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,532,10.58892647,small,45.18507054,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,533,10.58892647,small,33.26959084,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,534,10.59142864,small,26.04621134,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,535,10.59142864,small,49.55931169,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,536,10.59393293,small,40.18301669,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,537,10.59393293,small,27.16500232,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,538,10.59646263,small,41.57581019,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,539,10.59646263,small,26.78189324,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,540,10.59920613,small,20.13157462,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,541,10.59920613,small,32.03433675,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,542,10.60180144,small,55.85290828,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,543,10.60180144,small,48.95703671,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,544,10.60433749,small,50.37830934,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,545,10.60433749,small,12.52932164,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,546,10.60698361,small,22.549786,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
AIMS 2015,Acantho,control,547,10.60698361,small,6.076452635,"18 min pred trials, mean of 5 (240s) through 10 (540s) min and 13 (720s) through 18 (1020s) min (i.e., mean of 12 min total)"
LIRS 2016,Acantho,control,52,8,small,51.50355527,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,51,8,small,35.1519161,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,57,9,small,48.9992121,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,56,9,small,45.17621357,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,62,8.5,small,48.51742465,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,61,8.5,small,51.52625504,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,67,9,small,28.86513374,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,66,9,small,49.93743913,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,72,13,small,50.30925532,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
