Location,Species,Treatment,Fish_ID,SL_mm,Size_group,Time_in_cue,Comment
LIRS 2016,Acantho,control,97,9,small,65.38711289,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,96,9,small,47.18123862,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,102,9,small,50.21030257,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,101,9,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,107,9,small,47.11956226,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,106,9,small,55.986723,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,112,9,small,40.99457429,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,111,9,small,38.36926831,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,117,8.5,small,88.71071041,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,116,8.5,small,43.78112248,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,122,9,small,5.375,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,121,9,small,49.95819398,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,127,9,small,47.69636432,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,126,9,small,28.30938566,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,132,9,small,46.83401898,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,131,9,small,34.22698181,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,137,8,small,57.45960772,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,136,8,small,56.75557414,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,142,10,small,23.33713066,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,141,9,small,56.95833333,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,147,8,small,85.79984199,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,146,8,small,31.32398313,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,152,9,small,48.37770383,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,151,9,small,26.87137648,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,157,8,small,45.71547421,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,156,8,small,62.05887556,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,162,8,small,51.66880027,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,197,9,small,48.83591021,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,196,9,small,14.02835052,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,202,8,small,13.59401261,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,201,8,small,46.15166803,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,207,6,small,50.54090801,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,212,8,small,42.01881735,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,211,8,small,40.96768765,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,217,9.5,small,37.57971014,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,216,9.5,small,53.91153401,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,222,9,small,79.76138633,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,221,9,small,44.69607023,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,227,9,small,34.12560827,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,226,9,small,53.24462264,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,232,8.5,small,40.05175427,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,231,8.5,small,55.93003413,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,237,8,small,24.69758851,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,236,8,small,91.32302405,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,242,8.5,small,83.6477591,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,241,8.5,small,33.56743615,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,247,9,small,42.69219016,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,246,9,small,39.19523017,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,252,8,small,75.53256014,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,251,8,small,8.844882272,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,139,23,medium,50.37668134,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,138,25,medium,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,144,26,medium,76.32194163,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,143,26,medium,34.97569807,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,149,14,small,43.19066873,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,148,15,medium,43.31566464,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,154,15,medium,49.67524917,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,153,15,medium,24.27757386,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,159,15,medium,23.45757043,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,158,15,medium,30.98738546,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,164,15,medium,26.10023608,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,163,14,small,26.96499562,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,199,18,medium,17.54323345,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,198,18,medium,20.62784964,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,204,22,medium,20.14851774,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,203,17,medium,42.46333142,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,209,17,medium,30.4959096,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,214,24,medium,25.63445057,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,213,26,medium,45.46686079,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,219,15.5,medium,40.96726238,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,218,17,medium,50.22500942,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,224,14,small,39.27824065,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,223,16,medium,53.69674931,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,229,17,medium,24.73407785,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,228,16,medium,17.28122347,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,234,18.5,medium,7.254558812,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,233,19,medium,54.39218671,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,239,16.5,medium,44.66492679,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,238,17,medium,30.89119544,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,244,19,medium,18.18652323,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,243,20,medium,40.5439551,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,249,23,medium,60.36836546,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,248,22,medium,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,253,25,medium,29.78025876,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,140,41,big,54.78031561,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,145,36,big,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,150,40,big,62.50592351,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,155,40,big,44.47480184,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,160,34,medium,38.52527552,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,165,38,big,31.61076258,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,200,35,medium,20.02981143,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,205,33,medium,9.465797373,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,210,33,medium,25.6687572,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,215,32,medium,21.76822827,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,220,41,big,27.72378497,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,225,35,medium,49.74832215,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,230,32,medium,37.95044463,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,235,45,big,32.94036245,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,240,31,medium,47.46973,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,245,32,medium,31.75663573,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,250,34,medium,13.25980801,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,255,39,big,21.24969597,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,257,8,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,256,8,small,14.33034864,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,262,8,small,64.9708798,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,261,8,small,46.84293757,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,267,9,small,43.82010218,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,266,9,small,35.54278149,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,272,8,small,66.48373415,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,271,8,small,38.16447324,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,277,8,small,43.05297873,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,276,8,small,45.68003275,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,282,8,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,281,8,small,47.54187605,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,259,21,medium,36.51575568,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,264,16,medium,38.17162863,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,263,18,medium,17.0924311,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,269,18,medium,36.41469125,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,268,19,medium,17.13597145,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,274,15,medium,37.25757574,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,273,22,medium,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,279,15,medium,46.06876281,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,278,17.5,medium,28.53133757,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,260,34,medium,52.52951096,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,265,34,medium,31.44071062,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,270,29,medium,30.37971436,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,275,34,medium,48.75883495,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,280,35,medium,22.59677029,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,285,35,medium,42.89519349,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,287,8.5,small,39.07407407,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,286,8.5,small,56.45218146,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
